Record_ID,Year,State,District,Crop,Season,Area_Hectares,Annual_Rainfall_mm,Avg_Temperature_C,Humidity_Percent,Soil_N_kg_per_ha,Soil_P_kg_per_ha,Soil_K_kg_per_ha,Soil_pH,Fertilizer_Usage_kg_per_ha,Pesticide_Usage_kg_per_ha,Yield_tonnes_per_ha
REC_2020_005848,2020,Maharashtra,Solapur,Rice,Whole Year,1641.24,923.2,29.2,74.01,249.07,48.36,249.92,8.17,162.06,2.57,3.988
REC_2022_005849,2022,Uttar Pradesh,Lucknow,Pulses,Rabi,219.44,1428.04,29.79,67.58,302.94,43.19,134.35,5.55,83.42,1.98,0.354
REC_2013_005850,2013,Tamil Nadu,Thanjavur,Sugarcane,Whole Year,392.72,1307.73,24.8,76.71,222.01,22.55,226.81,7.98,101.06,1.42,46.859
REC_2013_005851,2013,Punjab,Ludhiana,Millets,Rabi,389.09,589.37,23.98,52.83,299.06,45.98,152.48,6.97,115.28,1.73,1.295
REC_2012_005852,2012,Tamil Nadu,Salem,Rice,Rabi,1190.71,1063.6,27.4,64.83,251.06,34.43,172.05,7.35,126.83,2.39,4.109
REC_2023_005853,2023,Punjab,Amritsar,Rice,Kharif,666.95,330.49,23.93,57.71,209.35,25.77,202.22,7.15,145.05,4.21,3.505
REC_2018_005854,2018,Haryana,Sirsa,Groundnut,Kharif,1442.83,675.48,25.07,54.49,259.05,32.07,117.12,,102.18,3.82,2.403
REC_2019_005855,2019,Karnataka,Mandya,Rice,Kharif,1454.93,648.68,27.04,62.29,267.38,63.37,264.84,6.42,138.36,1.31,6.083
REC_2015_005856,2015,Maharashtra,Nagpur,Cotton,Kharif,234.68,1228.12,28.61,51.28,210.51,25.12,194.74,7.46,167.98,3.0,1.744
REC_2012_005857,2012,Uttar Pradesh,Varanasi,Millets,Kharif,739.77,1103.88,23.52,56.09,239.18,46.61,94.93,7.61,169.72,3.6,0.865
REC_2023_005858,2023,Andhra Pradesh,Guntur,Millets,Rabi,2061.3,1041.63,28.63,65.78,308.84,39.91,210.37,5.62,177.84,1.23,0.907
REC_2020_005859,2020,Andhra Pradesh,Chittoor,Rice,Rabi,991.33,922.24,32.48,72.53,171.81,38.96,124.42,7.06,129.44,1.4,1.843
REC_2022_005860,2022,Uttar Pradesh,Meerut,Cotton,Kharif,1233.11,900.61,28.14,61.0,353.64,22.81,197.57,5.82,149.93,2.45,1.729
REC_2014_005861,2014,Karnataka,Ballari,Maize,Zaid,1129.46,1199.93,28.92,70.1,249.19,48.65,247.85,6.84,174.24,3.8,5.135
REC_2018_005862,2018,Karnataka,Dharwad,Millets,Kharif,1376.65,1079.91,28.47,70.38,230.6,20.06,190.68,6.72,131.36,4.15,1.201
REC_2019_005863,2019,Tamil Nadu,Tiruchirappalli,Wheat,Zaid,2179.62,846.41,30.53,74.85,299.76,33.01,161.49,6.39,162.33,1.04,3.834
REC_2016_005864,2016,Gujarat,Vadodara,Groundnut,Kharif,1741.11,1031.43,27.19,64.33,223.16,18.26,109.47,6.39,126.96,2.2,1.652
REC_2016_005865,2016,Gujarat,Rajkot,Sugarcane,Whole Year,367.95,805.71,28.73,72.95,223.29,29.92,226.95,6.82,162.71,2.69,82.81
REC_2021_005866,2021,Punjab,Amritsar,Millets,Kharif,6827.85,265.91,28.93,55.81,175.12,46.34,225.75,6.94,156.9,1.58,1.767
REC_2014_005867,2014,Uttar Pradesh,Lucknow,Millets,Kharif,2547.52,840.47,23.99,76.22,185.75,50.69,210.41,7.49,105.61,2.57,1.284
REC_2015_005868,2015,Madhya Pradesh,Indore,Sugarcane,Whole Year,1303.98,1033.81,21.2,51.13,238.3,28.99,225.86,6.85,159.22,0.99,74.83
REC_2015_005869,2015,Tamil Nadu,Thanjavur,Pulses,Rabi,1786.31,1260.96,17.1,69.01,311.47,21.7,252.58,6.76,115.05,2.51,0.971
REC_2014_005870,2014,Karnataka,Ballari,Cotton,Kharif,474.63,934.34,30.35,58.17,318.19,17.44,208.45,6.91,91.05,1.99,1.648
REC_2017_005871,2017,Karnataka,Mandya,Maize,Kharif,681.83,896.77,24.83,70.35,281.65,26.54,138.85,6.17,146.86,1.81,2.794
REC_2023_005872,2023,West Bengal,Hooghly,Pulses,Rabi,2418.79,1650.36,27.84,74.7,224.43,33.07,229.76,7.36,194.29,3.72,0.909
REC_2012_005873,2012,Uttar Pradesh,Lucknow,Wheat,Zaid,1598.86,1019.77,27.88,67.35,185.18,51.96,210.26,7.14,175.3,1.47,3.521
REC_2014_005874,2014,Madhya Pradesh,Jabalpur,Sugarcane,Whole Year,2780.67,1001.71,25.54,65.27,153.98,35.96,199.2,6.07,176.44,2.13,61.495
REC_2011_005875,2011,Tamil Nadu,Tiruchirappalli,Rice,Kharif,407.98,973.91,30.48,74.31,321.29,43.68,242.97,6.36,164.63,3.11,6.946
REC_2023_005876,2023,Tamil Nadu,Thanjavur,Sugarcane,Zaid,1401.92,1118.35,28.05,67.93,219.11,41.32,162.82,6.22,115.96,2.04,58.731
REC_2015_005877,2015,Tamil Nadu,Madurai,Millets,Kharif,286.1,807.04,30.51,68.32,241.93,8.0,182.5,6.67,164.04,1.9,1.122
REC_2021_005878,2021,Maharashtra,Nagpur,Wheat,Rabi,225.61,1080.6,23.68,76.36,203.62,54.73,179.31,6.69,212.11,2.68,4.973
REC_2013_005879,2013,Andhra Pradesh,Kurnool,Rice,Kharif,844.47,1224.55,27.77,73.68,167.96,39.86,138.65,7.49,142.45,2.41,2.321
REC_2021_005880,2021,Uttar Pradesh,Agra,Millets,Kharif,446.1,961.86,25.18,74.79,232.04,42.34,281.44,6.98,165.48,3.81,1.453
REC_2016_005881,2016,West Bengal,Burdwan,Groundnut,Kharif,385.2,1359.1,33.6,87.82,290.25,50.01,148.57,7.39,78.32,1.36,0.689
REC_2013_005882,2013,Haryana,Rohtak,Pulses,Rabi,395.66,461.23,28.7,51.64,243.62,27.74,164.57,6.39,90.67,2.54,0.638
REC_2017_005883,2017,Haryana,Ambala,Maize,Whole Year,616.08,694.25,23.56,59.86,221.19,36.9,226.45,6.88,144.16,3.07,4.689
REC_2011_005884,2011,Karnataka,Belagavi,Wheat,Zaid,262.81,983.29,27.63,67.89,164.44,48.53,160.32,6.79,185.92,2.65,3.258
REC_2014_005885,2014,Haryana,Sirsa,Groundnut,Rabi,2995.6,678.67,27.67,46.5,147.15,44.54,141.32,6.59,138.73,0.98,1.557
REC_2014_005886,2014,Andhra Pradesh,Visakhapatnam,Cotton,Kharif,2880.52,461.16,25.38,66.1,223.01,38.94,177.08,6.38,155.23,1.95,1.733
REC_2014_005887,2014,Maharashtra,Nagpur,Maize,Kharif,189.17,1349.57,24.66,79.06,276.84,35.8,186.45,7.69,153.26,3.46,3.282
REC_2022_005888,2022,Madhya Pradesh,Ujjain,Rice,Kharif,942.35,1030.29,31.96,40.94,214.13,44.43,217.61,6.21,193.01,0.46,4.522
REC_2014_005889,2014,Maharashtra,Nagpur,Maize,Kharif,681.32,1147.08,21.86,64.74,214.5,56.65,188.43,6.84,125.49,3.79,4.485
REC_2017_005890,2017,West Bengal,Burdwan,Rice,Kharif,2433.66,1611.12,34.55,85.91,272.83,44.89,204.87,6.69,126.11,1.5,4.157
REC_2012_005891,2012,Uttar Pradesh,Gorakhpur,Pulses,Rabi,3767.37,948.22,21.16,60.91,253.86,39.84,271.02,7.2,146.49,2.91,1.415
REC_2018_005892,2018,Punjab,Jalandhar,Maize,Kharif,2445.41,115.47,21.72,56.84,161.04,24.15,228.65,6.55,157.34,3.13,3.134
REC_2012_005893,2012,West Bengal,Hooghly,Cotton,Kharif,1526.88,1326.54,26.14,97.95,302.38,24.74,150.21,6.21,147.22,2.31,1.107
REC_2014_005894,2014,Uttar Pradesh,Agra,Pulses,Rabi,540.89,1132.81,34.43,53.12,208.29,45.93,168.09,6.03,100.71,3.15,0.245
REC_2014_005895,2014,Andhra Pradesh,Krishna,Millets,Whole Year,2041.32,,26.94,67.4,163.08,45.57,150.13,6.33,151.8,2.24,0.748
REC_2021_005896,2021,Andhra Pradesh,Visakhapatnam,Rice,Kharif,575.54,1005.7,27.33,53.38,161.27,32.66,192.97,7.08,207.23,1.6,3.892
REC_2015_005897,2015,Uttar Pradesh,Gorakhpur,Maize,Kharif,11375.32,813.0,29.27,76.03,203.22,35.38,205.43,6.97,111.46,1.97,3.047
REC_2014_005898,2014,Gujarat,Vadodara,Pulses,Rabi,1436.06,657.7,23.78,57.14,236.84,42.25,186.84,7.2,212.41,2.67,1.482
REC_2024_005899,2024,Haryana,Karnal,Rice,Kharif,445.71,459.27,26.34,64.48,310.42,32.09,225.4,6.5,130.58,3.1,4.381
REC_2017_005900,2017,Haryana,Karnal,Sugarcane,Whole Year,561.57,477.41,28.09,65.19,345.79,23.88,202.88,6.09,161.16,1.04,66.851
REC_2011_005901,2011,Tamil Nadu,Salem,Groundnut,Kharif,619.15,1128.08,31.94,62.0,240.77,18.49,143.36,6.81,204.77,1.15,1.526
REC_2023_005902,2023,Tamil Nadu,Salem,Wheat,Rabi,459.96,944.01,30.94,61.75,306.0,34.52,248.11,7.37,120.41,1.47,3.04
REC_2013_005903,2013,Maharashtra,Nagpur,Wheat,Rabi,251.34,1331.97,28.6,82.78,208.02,25.46,137.58,7.07,127.74,2.7,2.428
REC_2017_005904,2017,Gujarat,Surat,Maize,Kharif,181.76,796.17,27.85,43.6,265.35,35.27,229.61,7.23,113.79,3.15,3.105
REC_2016_005905,2016,Gujarat,Vadodara,Sugarcane,Rabi,940.06,881.56,28.42,60.99,220.29,25.74,169.44,7.55,195.32,2.9,80.818
REC_2024_005906,2024,Punjab,Amritsar,Cotton,Kharif,1022.88,856.3,26.61,38.31,238.46,30.36,174.1,6.91,89.63,3.11,1.811
REC_2016_005907,2016,Andhra Pradesh,Krishna,Wheat,Rabi,272.83,814.3,25.19,72.9,303.69,44.34,194.59,7.2,139.34,3.16,4.572
REC_2021_005908,2021,Karnataka,Belagavi,Maize,Zaid,374.26,928.34,19.98,75.05,110.66,16.69,197.65,6.6,127.17,3.29,2.468
REC_2018_005909,2018,Madhya Pradesh,Jabalpur,Rice,Kharif,507.07,876.69,29.93,51.09,302.01,33.8,272.94,6.81,192.82,3.31,6.156
REC_2023_005910,2023,Karnataka,Mandya,Groundnut,Kharif,1188.25,1148.62,34.3,68.25,288.83,46.87,175.73,7.29,140.45,2.03,1.593
REC_2021_005911,2021,Gujarat,Junagadh,Sugarcane,Whole Year,1330.08,1027.29,25.26,73.21,225.84,38.61,100.94,6.53,175.64,1.13,75.205
REC_2020_005912,2020,Uttar Pradesh,Agra,Wheat,Rabi,409.68,809.17,25.33,56.29,304.73,44.55,199.52,7.05,177.58,0.34,4.558
REC_2017_005913,2017,Andhra Pradesh,Krishna,Wheat,Zaid,960.32,1000.82,34.88,77.48,164.75,10.7,156.92,5.88,95.03,0.98,0.16
REC_2022_005914,2022,Maharashtra,Nashik,Sugarcane,Whole Year,188.28,1102.78,23.02,76.37,253.95,39.97,170.2,7.44,157.1,3.0,100.065
REC_2011_005915,2011,Haryana,Hisar,Cotton,Kharif,3366.39,597.28,23.27,57.77,193.3,51.29,203.36,7.1,155.78,1.34,2.124
REC_2020_005916,2020,Gujarat,Rajkot,Maize,Kharif,1126.3,1005.35,25.6,55.12,217.06,37.79,117.99,6.33,95.69,1.84,2.971
REC_2018_005917,2018,Gujarat,Vadodara,Pulses,Rabi,1504.39,686.5,31.88,31.8,282.75,42.57,189.03,7.09,115.62,3.29,1.211
REC_2021_005918,2021,Haryana,Karnal,Millets,Kharif,1843.66,715.28,24.75,47.96,220.73,49.32,254.11,6.72,149.48,2.13,1.557
REC_2022_005919,2022,Haryana,Sirsa,Wheat,Rabi,383.32,549.09,23.25,47.56,208.2,44.25,131.35,7.08,147.23,3.97,5.045
REC_2021_005920,2021,Uttar Pradesh,Lucknow,Maize,Kharif,840.7,765.8,28.62,69.11,214.88,39.0,169.56,7.15,216.07,1.35,3.497
REC_2011_005921,2011,Uttar Pradesh,Lucknow,Groundnut,Whole Year,360.29,1073.16,27.27,64.47,256.21,37.13,201.91,6.32,122.94,0.27,2.012
REC_2012_005922,2012,Madhya Pradesh,Jabalpur,Wheat,Rabi,1009.52,1426.99,26.69,64.39,196.39,22.04,157.57,6.56,145.85,1.18,2.598
REC_2012_005923,2012,Haryana,Hisar,Millets,Whole Year,1224.34,708.41,24.08,56.6,215.91,43.88,257.8,6.19,142.02,2.87,1.049
REC_2016_005924,2016,Tamil Nadu,Thanjavur,Maize,Kharif,1435.17,879.62,24.99,88.51,212.87,27.53,136.37,7.16,153.49,1.24,2.207
REC_2018_005925,2018,Andhra Pradesh,Visakhapatnam,Groundnut,Kharif,1131.32,889.43,27.91,70.83,215.56,27.0,306.82,6.45,150.58,2.12,2.419
REC_2018_005926,2018,Madhya Pradesh,Bhopal,Cotton,Kharif,1219.63,1527.94,19.12,74.21,179.96,25.04,191.8,6.87,190.19,2.71,1.033
REC_2013_005927,2013,Karnataka,Dharwad,Cotton,Kharif,156.41,,22.02,64.33,293.98,18.43,165.74,7.71,136.82,3.02,1.362
REC_2011_005928,2011,Punjab,Patiala,Wheat,Kharif,1639.97,617.27,20.68,64.97,297.8,21.58,137.24,7.57,174.21,0.18,3.276
REC_2017_005929,2017,Haryana,Rohtak,Maize,Kharif,1431.94,552.51,28.7,68.7,262.46,38.52,188.82,6.6,154.62,0.43,3.398
REC_2013_005930,2013,Gujarat,Ahmedabad,Millets,Kharif,741.34,1037.86,28.17,57.07,256.54,52.37,260.47,6.99,118.17,1.99,1.42
REC_2019_005931,2019,Uttar Pradesh,Gorakhpur,Sugarcane,Whole Year,2645.45,984.75,27.85,60.96,294.11,26.85,166.07,5.77,148.05,1.72,77.755
REC_2018_005932,2018,Haryana,Sirsa,Maize,Whole Year,362.15,427.96,24.05,63.73,230.83,28.69,244.57,6.69,177.49,2.18,4.48
REC_2020_005933,2020,Uttar Pradesh,Varanasi,Maize,Rabi,819.84,852.21,26.49,63.9,247.28,30.09,247.32,7.05,91.26,2.42,3.613
REC_2011_005934,2011,Gujarat,Surat,Sugarcane,Whole Year,105.99,619.21,31.55,67.41,103.75,42.39,227.67,6.32,131.36,2.69,68.575
REC_2014_005935,2014,Madhya Pradesh,Gwalior,Rice,Kharif,1667.22,1268.96,28.57,62.17,148.75,35.11,192.93,8.19,157.27,1.21,2.274
REC_2023_005936,2023,Uttar Pradesh,Agra,Rice,Kharif,204.36,646.34,30.86,65.45,239.86,52.5,178.81,6.19,182.08,1.78,5.128
REC_2017_005937,2017,Punjab,Ludhiana,Wheat,Rabi,2769.98,562.21,29.77,58.09,243.23,15.43,156.64,7.07,161.95,3.2,2.793
REC_2020_005938,2020,Punjab,Amritsar,Maize,Kharif,857.2,961.78,20.56,48.15,231.83,36.81,237.76,6.93,109.69,1.68,2.802
REC_2015_005939,2015,Haryana,Ambala,Wheat,Whole Year,3015.07,547.15,29.2,33.83,270.83,49.58,208.47,6.05,103.08,1.8,3.019
REC_2013_005940,2013,Haryana,Hisar,Maize,Kharif,873.31,618.59,28.86,52.31,155.51,39.13,136.93,6.92,114.29,2.72,2.659
REC_2012_005941,2012,West Bengal,Murshidabad,Groundnut,Kharif,407.69,1399.67,20.32,75.17,222.56,34.24,274.25,6.96,146.13,2.83,1.288
REC_2017_005942,2017,Karnataka,Belagavi,Wheat,Kharif,168.36,996.91,24.53,73.51,135.11,23.56,213.39,6.98,123.47,3.42,3.837
REC_2012_005943,2012,Andhra Pradesh,Krishna,Sugarcane,Kharif,257.11,853.9,30.96,66.99,143.39,22.62,236.88,6.37,167.49,2.59,70.851
REC_2023_005944,2023,Madhya Pradesh,Bhopal,Groundnut,Kharif,707.69,981.54,21.29,59.02,211.07,35.92,213.71,7.17,120.14,2.05,1.277
REC_2013_005945,2013,Haryana,Ambala,Maize,Kharif,1482.13,671.37,24.07,46.45,200.16,43.03,196.48,6.4,160.1,2.74,4.617
REC_2024_005946,2024,Gujarat,Vadodara,Maize,Kharif,1008.16,981.14,26.99,71.69,179.32,25.75,208.89,7.93,121.05,2.19,2.435
REC_2010_005947,2010,Haryana,Ambala,Wheat,Zaid,820.06,863.29,25.75,49.94,259.67,45.91,232.26,6.11,131.87,2.62,3.922
REC_2011_005948,2011,Uttar Pradesh,Agra,Rice,Kharif,2282.03,983.09,27.88,79.44,201.18,10.01,163.63,7.84,140.29,1.96,2.098
REC_2023_005949,2023,Uttar Pradesh,Gorakhpur,Groundnut,Kharif,949.05,1416.36,23.3,60.44,212.11,54.09,224.13,6.65,122.41,1.66,2.097
REC_2024_005950,2024,Haryana,Hisar,Millets,Kharif,654.56,653.21,22.49,66.02,334.15,28.09,191.94,6.7,182.73,2.2,1.649
REC_2012_005951,2012,Punjab,Patiala,Sugarcane,Whole Year,239.18,,25.71,52.68,293.9,21.86,176.92,6.6,131.89,3.2,76.641
REC_2022_005952,2022,Gujarat,Surat,Pulses,Rabi,3609.79,846.23,30.08,59.67,198.7,25.82,215.73,5.51,131.47,1.8,0.261
REC_2010_005953,2010,Tamil Nadu,Coimbatore,Rice,Kharif,708.34,1059.84,32.55,73.07,214.11,54.4,257.44,8.26,180.2,2.29,5.529
REC_2011_005954,2011,Uttar Pradesh,Lucknow,Sugarcane,Whole Year,157.44,1253.04,26.95,60.93,293.6,26.51,278.49,7.1,176.34,3.44,125.161
REC_2014_005955,2014,Punjab,Bathinda,Wheat,Rabi,178.48,876.79,26.14,59.07,185.01,59.48,315.14,7.47,130.35,3.3,3.516
REC_2016_005956,2016,Karnataka,Mandya,Cotton,Kharif,376.63,896.46,30.58,82.14,334.64,40.01,170.7,5.45,167.78,2.08,1.857
REC_2021_005957,2021,Gujarat,Ahmedabad,Cotton,Kharif,282.05,1005.64,27.76,66.77,289.96,60.43,204.49,6.79,82.87,2.51,2.205
REC_2022_005958,2022,Tamil Nadu,Thanjavur,Millets,Kharif,1270.09,928.38,24.85,81.91,189.48,23.39,182.39,6.41,106.25,1.52,0.269
REC_2012_005959,2012,Madhya Pradesh,Ujjain,Pulses,Whole Year,3294.58,1063.57,27.72,54.04,257.12,47.0,171.77,5.65,186.24,1.31,0.302
REC_2024_005960,2024,Andhra Pradesh,Chittoor,Sugarcane,Whole Year,790.43,988.93,24.54,71.4,206.09,12.37,234.53,6.86,109.58,1.65,40.479
REC_2023_005961,2023,Haryana,Karnal,Cotton,Kharif,352.19,266.24,26.37,60.45,174.9,14.66,235.65,6.71,162.39,2.47,1.662
REC_2018_005962,2018,Karnataka,Ballari,Maize,Kharif,565.24,851.95,30.28,67.51,250.05,36.69,216.53,5.48,150.73,2.94,2.754
REC_2018_005963,2018,Punjab,Bathinda,Pulses,Rabi,2846.44,725.59,26.67,60.05,159.56,38.98,225.74,6.15,72.37,2.27,1.005
REC_2012_005964,2012,Madhya Pradesh,Bhopal,Wheat,Zaid,883.2,810.34,22.84,57.56,234.99,31.02,204.29,6.7,109.95,2.41,3.502
REC_2010_005965,2010,Maharashtra,Nashik,Cotton,Zaid,1874.21,1234.17,26.18,72.26,205.81,37.33,166.29,6.6,147.9,3.57,1.902
REC_2022_005966,2022,West Bengal,Nadia,Cotton,Zaid,2434.94,1472.39,19.83,92.24,225.4,37.57,183.66,7.2,127.05,3.32,1.335
REC_2013_005967,2013,Andhra Pradesh,Chittoor,Pulses,Rabi,1358.51,801.53,33.74,72.32,160.15,44.77,148.52,7.01,98.44,2.28,0.737
REC_2023_005968,2023,Uttar Pradesh,Meerut,Groundnut,Kharif,792.27,1166.52,28.36,69.74,278.37,32.52,144.73,6.27,122.53,2.45,1.951
REC_2022_005969,2022,Uttar Pradesh,Varanasi,Wheat,Zaid,871.91,855.63,30.63,47.16,206.84,64.33,191.3,7.47,146.64,2.61,3.214
REC_2015_005970,2015,West Bengal,Burdwan,Rice,Rabi,5962.46,1224.38,30.83,77.64,181.65,31.43,119.76,6.69,137.37,3.26,3.509
REC_2020_005971,2020,Maharashtra,Nashik,Sugarcane,Whole Year,2446.26,1173.7,26.31,69.63,182.52,24.57,183.27,5.87,124.69,2.91,41.343
REC_2020_005972,2020,Tamil Nadu,Coimbatore,Maize,Kharif,141.77,1138.49,31.15,67.77,242.51,46.41,190.45,6.9,112.26,3.76,3.542
REC_2017_005973,2017,Madhya Pradesh,Gwalior,Wheat,Rabi,569.49,1021.84,24.0,56.25,256.45,27.81,215.04,6.36,112.47,3.81,3.549
REC_2021_005974,2021,Karnataka,Belagavi,Millets,Kharif,493.97,973.85,27.85,75.22,181.65,10.03,253.35,6.43,164.92,2.47,0.472
REC_2010_005975,2010,Karnataka,Belagavi,Wheat,Zaid,2339.66,1004.15,29.14,61.2,289.65,42.34,254.17,7.88,99.87,2.64,1.304
REC_2011_005976,2011,Karnataka,Mandya,Wheat,Rabi,196.85,1095.13,31.3,67.08,247.89,42.36,61.66,7.14,105.8,0.65,2.374
REC_2012_005977,2012,Uttar Pradesh,Agra,Cotton,Whole Year,863.24,926.18,26.63,69.53,268.53,29.87,185.12,6.74,95.68,1.95,1.542
REC_2020_005978,2020,Haryana,Hisar,Rice,Kharif,544.27,694.54,19.97,56.19,251.48,44.69,163.19,6.15,130.44,1.84,3.88
REC_2019_005979,2019,Gujarat,Surat,Pulses,Rabi,1088.19,861.22,31.96,59.45,194.68,19.59,196.06,6.57,117.9,2.84,0.687
REC_2013_005980,2013,Gujarat,Junagadh,Rice,Kharif,891.09,704.6,31.32,67.62,264.36,35.1,182.08,7.38,124.57,1.37,2.926
REC_2022_005981,2022,Madhya Pradesh,Gwalior,Sugarcane,Kharif,1270.28,976.82,27.5,73.42,266.28,27.69,158.27,6.44,196.03,0.74,55.481
REC_2022_005982,2022,Karnataka,Belagavi,Sugarcane,Whole Year,2797.06,1101.96,31.79,78.87,250.35,35.29,164.05,7.03,113.33,3.71,81.315
REC_2022_005983,2022,Gujarat,Rajkot,Maize,Kharif,2715.73,543.96,26.23,64.78,260.76,8.0,195.93,7.48,219.09,1.8,3.177
REC_2020_005984,2020,Maharashtra,Aurangabad,Rice,Kharif,3741.16,1011.6,30.7,59.39,271.59,29.84,258.68,7.82,204.71,2.84,4.134
REC_2013_005985,2013,Gujarat,Ahmedabad,Cotton,Zaid,3525.08,744.19,32.61,72.96,225.31,32.44,268.37,7.7,105.74,1.79,1.803
REC_2014_005986,2014,Punjab,Jalandhar,Rice,Rabi,2162.76,580.4,16.51,49.91,214.53,57.93,156.86,7.41,119.95,1.66,1.775
REC_2016_005987,2016,Maharashtra,Aurangabad,Wheat,Whole Year,165.57,850.75,26.99,69.48,216.76,48.11,133.92,8.09,139.87,2.3,2.217
REC_2015_005988,2015,Maharashtra,Nashik,Wheat,Rabi,3399.82,1027.21,30.34,68.02,189.1,47.22,213.81,8.63,153.55,2.1,1.199
REC_2012_005989,2012,Madhya Pradesh,Jabalpur,Wheat,Rabi,495.94,982.72,29.44,63.08,177.64,30.09,151.05,7.01,155.09,2.41,1.047
REC_2020_005990,2020,West Bengal,Midnapore,Wheat,Rabi,1157.66,1680.31,30.4,82.87,246.7,36.63,150.03,6.38,131.95,1.85,1.79
REC_2015_005991,2015,Gujarat,Junagadh,Pulses,Rabi,635.64,782.25,28.6,87.76,217.64,37.57,161.59,6.7,105.92,3.5,0.723
REC_2019_005992,2019,Haryana,Hisar,Millets,Whole Year,318.64,607.64,23.61,45.78,206.96,34.2,214.51,6.28,128.0,1.56,0.983
REC_2016_005993,2016,Madhya Pradesh,Jabalpur,Rice,Kharif,2495.21,1012.58,23.56,59.07,243.25,47.56,192.04,7.16,154.16,2.31,3.751
REC_2019_005994,2019,West Bengal,Nadia,Maize,Kharif,563.43,1247.97,31.38,80.29,340.32,33.86,242.15,8.07,78.29,2.05,1.867
REC_2014_005995,2014,Karnataka,Ballari,Sugarcane,Whole Year,121.62,1221.14,24.64,63.23,248.86,37.43,277.66,5.77,164.17,4.25,82.958
REC_2020_005996,2020,Andhra Pradesh,Chittoor,Rice,Kharif,446.89,532.54,30.82,67.55,306.41,28.14,176.19,5.36,140.83,2.4,2.965
REC_2019_005997,2019,West Bengal,Nadia,Maize,Whole Year,199.29,1297.29,23.37,79.25,302.29,31.23,287.02,6.04,78.8,2.32,4.11
REC_2017_005998,2017,Tamil Nadu,Tiruchirappalli,Cotton,Kharif,2328.9,1015.19,27.85,73.79,335.61,32.05,167.92,7.2,116.78,1.73,2.439
REC_2024_005999,2024,West Bengal,Midnapore,Sugarcane,Zaid,1266.36,1712.7,22.41,85.95,301.19,60.55,189.82,5.55,127.8,2.2,44.936
REC_2019_006000,2019,Madhya Pradesh,Jabalpur,Maize,Kharif,4912.07,937.02,28.62,61.7,248.77,23.62,164.55,6.95,108.88,0.87,2.327
REC_2021_006001,2021,Madhya Pradesh,Jabalpur,Pulses,Rabi,396.9,918.13,22.57,63.0,226.92,41.43,164.25,6.85,76.86,1.99,0.919
REC_2015_006002,2015,Andhra Pradesh,Visakhapatnam,Groundnut,Kharif,263.38,,,59.31,278.58,33.51,205.32,6.72,102.71,2.2,2.193
REC_2023_006003,2023,West Bengal,Nadia,Maize,Kharif,1588.07,1497.05,23.69,81.41,270.24,10.17,179.33,8.1,144.49,2.37,1.456
REC_2015_006004,2015,Madhya Pradesh,Indore,Pulses,Rabi,5329.66,930.22,28.1,60.19,277.93,20.3,250.43,7.91,81.03,2.5,0.636
REC_2019_006005,2019,Maharashtra,Nagpur,Cotton,Kharif,2755.58,1116.88,29.15,77.54,216.98,31.02,253.55,6.2,166.06,2.08,1.568
REC_2019_006006,2019,Tamil Nadu,Salem,Maize,Kharif,1397.15,1210.77,28.44,48.87,274.36,39.19,169.47,6.39,161.66,2.32,3.653
REC_2018_006007,2018,Maharashtra,Nashik,Rice,Kharif,1496.87,1348.97,29.53,79.51,285.33,33.7,169.74,7.42,143.9,2.46,3.604
REC_2011_006008,2011,Gujarat,Vadodara,Rice,Kharif,2442.78,857.82,33.32,73.0,205.73,17.97,213.66,6.86,176.32,2.14,3.343
REC_2014_006009,2014,Punjab,Jalandhar,Pulses,Rabi,223.72,698.47,21.75,59.64,249.03,40.94,123.67,6.59,101.61,2.49,1.142
REC_2018_006010,2018,Haryana,Ambala,Millets,Kharif,384.35,807.1,21.44,50.26,200.27,33.41,169.38,7.4,149.83,2.38,0.951
REC_2021_006011,2021,Uttar Pradesh,Meerut,Maize,Kharif,4576.14,764.42,33.85,58.56,302.67,26.76,198.22,7.25,171.22,2.46,3.584
REC_2021_006012,2021,Punjab,Jalandhar,Millets,Whole Year,849.33,491.01,19.66,73.81,215.32,29.17,220.88,5.82,149.28,0.46,0.512
REC_2020_006013,2020,Haryana,Rohtak,Wheat,Rabi,1549.89,631.61,22.51,51.71,311.61,21.92,286.19,7.05,94.64,2.87,4.532
REC_2015_006014,2015,Tamil Nadu,Madurai,Groundnut,Kharif,1904.68,1000.81,28.67,65.38,259.43,54.41,188.63,6.96,175.91,1.84,2.28
REC_2017_006015,2017,Tamil Nadu,Thanjavur,Groundnut,Kharif,161.99,1133.92,24.3,74.06,230.7,32.32,203.57,5.78,181.69,2.52,1.699
REC_2010_006016,2010,Madhya Pradesh,Ujjain,Rice,Kharif,1687.64,1121.47,26.62,56.37,270.48,31.44,146.36,6.81,95.16,1.55,4.0
REC_2019_006017,2019,Tamil Nadu,Madurai,Groundnut,Kharif,555.95,531.31,28.97,68.97,226.23,17.75,183.4,6.56,106.53,1.75,0.943
REC_2018_006018,2018,Punjab,Bathinda,Rice,Kharif,836.8,354.58,25.46,61.55,247.86,23.53,257.56,6.49,104.1,2.2,4.232
REC_2010_006019,2010,Andhra Pradesh,Guntur,Wheat,Rabi,2148.4,897.14,28.83,61.12,272.77,44.88,177.58,7.15,200.86,2.46,4.473
